age,income,risk_status,loan_int_rate,family_size,education,cc_expense,lifestyle_expense,credit_score,total_expense,savings,budget_status
26,122500,0,10.65,2,2,0.3,10,545.0,13.6,122486.4,Average
22,33600,0,18.25,3,1,0.8,63,377.0,72.6,33527.4,Average
22,88512,0,5.79,4,3,1.8,37,364.0,58.6,88453.4,Average
23,28800,0,10.38,1,1,1.0,165,684.0,177.0,28623.0,Average
23,75000,0,11.48,1,2,0.7,393,477.0,401.4,74598.6,Average
26,46000,1,9.99,1,1,2.0,882,828.0,906.0,45094.0,Bad
24,85000,0,6.91,4,1,0.2,48,309.0,50.4,84949.6,Average
23,45000,0,14.72,3,1,0.4,1314,317.0,1318.8,43681.2,Average
23,72000,0,7.88,3,2,6.4,1766,672.0,1842.8,70157.2,Average
21,35324,0,10.99,1,3,2.7,1401,771.0,1433.4,33890.6,Good
21,26000,1,16.7,1,2,2.9,990,836.0,1024.8,24975.2,Bad
22,60000,0,8.9,4,2,0.5,1662,556.0,1668.0,58332.0,Average
24,28000,0,14.75,2,1,1.6,315,343.0,334.2,27665.8,Average
23,99996,0,11.49,3,3,2.2,138,335.0,164.4,99831.6,Average
23,33204,0,14.72,4,2,1.6,563,760.0,582.2,32621.8,Good
21,29004,1,14.22,4,2,0.2,1371,445.0,1373.4,27630.6,Bad
22,25000,0,9.63,1,1,3.9,48,685.0,94.8,24905.2,Average
25,93000,0,10.99,1,1,0.2,143,549.0,145.4,92854.6,Average
24,26400,1,6.62,1,2,2.5,17,560.0,47.0,26353.0,Bad
25,62500,1,16.77,2,2,1.1,19,527.0,32.2,62467.8,Bad
26,78000,0,6.62,1,1,0.0,1199,672.0,1199.0,76801.0,Average
23,68000,1,17.99,3,1,2.0,73,823.0,97.0,67903.0,Bad
24,35000,0,7.12,2,2,0.0,495,783.0,495.0,34505.0,Good
25,45000,0,11.89,2,3,1.3,981,487.0,996.6,44003.4,Average
22,80000,0,10.37,3,2,6.0,275,481.0,347.0,79653.0,Average
26,56000,0,12.87,3,1,3.2,1127,379.0,1165.4,54834.6,Average
23,40308,0,7.68,4,2,4.0,39,735.0,87.0,40221.0,Good
24,49200,0,13.06,2,1,1.0,562,751.0,574.0,48626.0,Good
24,54000,0,9.99,4,2,2.8,1088,783.0,1121.6,52878.4,Good
23,50400,0,10.99,3,2,3.7,23,686.0,67.4,50332.6,Average
25,70000,0,12.18,4,3,1.9,874,322.0,896.8,69103.2,Average
23,87000,0,11.28,1,3,1.67,162,384.0,182.04,86817.96,Average
24,42000,0,15.28,4,2,3.1,55,630.0,92.2,41907.8,Average
26,60996,0,12.21,4,3,2.67,1289,501.0,1321.04,59674.96,Average
23,200000,0,11.86,3,2,2.2,89,512.0,115.4,199884.6,Average
25,57000,0,13.85,3,1,0.8,976,440.0,985.6,56014.4,Average
26,21000,0,13.79,2,2,0.3,725,419.0,728.6,20271.4,Average
21,20400,0,10.99,3,1,1.7,1443,403.0,1463.4,18936.6,Average
23,34800,0,7.49,3,3,0.8,18,698.0,27.6,34772.4,Average
26,100000,0,10.99,1,1,2.5,877,803.0,907.0,99093.0,Good
26,34000,0,6.03,2,3,2.9,46,801.0,80.8,33919.2,Good
24,93000,1,16.29,4,1,1.0,416,531.0,428.0,92572.0,Bad
25,29000,1,6.62,2,3,0.8,87,571.0,96.6,28903.4,Bad
21,20004,0,9.63,2,1,2.0,90,326.0,114.0,19890.0,Average
23,36000,0,9.99,3,1,0.7,43,431.0,51.4,35948.6,Average
23,72250,1,10.65,3,2,0.7,463,390.0,471.4,71778.6,Bad
23,66000,0,10.39,2,3,0.6,369,411.0,376.2,65623.8,Average
24,193000,0,13.06,2,2,0.3,615,617.0,618.6,192381.4,Average
24,105000,0,7.66,3,3,5.67,777,303.0,845.04,104154.96,Average
25,45000,0,10.38,3,3,6.0,369,797.0,441.0,44559.0,Good
23,75000,0,10.99,4,2,2.5,96,697.0,126.0,74874.0,Average
24,43680,0,5.42,3,1,0.1,1631,801.0,1632.2,42047.8,Good
22,30000,0,13.98,4,1,0.5,343,849.0,349.0,29651.0,Good
26,34000,0,7.9,2,1,1.3,92,508.0,107.6,33892.4,Average
22,32500,1,11.49,1,2,1.7,1677,374.0,1697.4,30802.6,Bad
26,31200,0,8.63,1,1,3.3,18,697.0,57.599999999999994,31142.4,Average
22,40000,0,11.71,3,2,2.0,1335,554.0,1359.0,38641.0,Average
25,44000,1,10.08,3,1,0.6,159,484.0,166.2,43833.8,Bad
22,19200,1,10.99,3,1,2.1,1155,750.0,1180.2,18019.8,Bad
25,66000,1,15.33,4,3,0.7,87,837.0,95.4,65904.6,Bad
25,40000,0,12.61,1,2,0.4,1082,607.0,1086.8,38913.2,Average
26,45000,0,10.25,2,1,1.6,88,309.0,107.2,44892.8,Average
24,48200,0,10.38,4,1,2.67,1194,333.0,1226.04,46973.96,Average
23,117696,0,6.03,4,1,0.67,22,696.0,30.04,117665.96,Average
26,54000,1,14.91,2,3,2.5,1157,301.0,1187.0,52813.0,Bad
24,38000,1,11.89,1,1,3.0,313,703.0,349.0,37651.0,Bad
32,1200000,0,7.51,1,1,0.3,26,720.0,29.6,1199970.4,Good
34,948000,0,9.99,1,3,0.7,380,609.0,388.4,947611.6,Average
29,70500,1,8.9,2,1,1.9,318,807.0,340.8,70159.2,Bad
33,77100,1,8.49,2,1,2.0,242,765.0,266.0,76834.0,Bad
29,10000,1,11.12,1,3,3.2,97,834.0,135.4,9864.6,Bad
28,80000,1,15.62,1,3,1.0,1345,786.0,1357.0,78643.0,Bad
29,80000,1,12.68,2,2,0.7,393,389.0,401.4,79598.6,Bad
35,648000,1,17.19,1,1,0.7,1738,538.0,1746.4,646253.6,Bad
29,85000,1,11.99,1,1,0.6,844,718.0,851.2,84148.8,Bad
31,73000,1,19.29,1,2,2.4,137,687.0,165.8,72834.2,Bad
34,89000,1,18.25,4,2,0.3,434,554.0,437.6,88562.4,Bad
27,100000,1,16.11,1,1,0.1,2006,304.0,2007.2,97992.8,Bad
30,10200,1,10.36,3,3,1.4,1220,525.0,1236.8,8963.2,Bad
30,504000,0,11.36,1,3,0.6,561,558.0,568.2,503431.8,Average
35,500000,0,13.85,1,3,5.4,859,433.0,923.8,499076.2,Average
35,500000,0,12.29,3,1,2.2,38,683.0,64.4,499935.6,Average
33,468000,1,15.62,3,1,0.4,43,765.0,47.8,467952.2,Bad
34,120000,0,10.59,2,1,0.4,55,826.0,59.8,119940.2,Good
27,10400,1,14.72,2,1,1.8,1574,728.0,1595.6,8804.4,Bad
33,138000,1,18.64,4,1,0.3,473,338.0,476.6,137523.4,Bad
34,156000,0,10.99,4,3,2.5,1529,683.0,1559.0,154441.0,Average
30,10800,1,9.99,4,1,2.67,43,331.0,75.03999999999999,10724.96,Bad
29,160000,0,14.27,4,1,0.5,449,714.0,455.0,159545.0,Good
31,150000,1,18.25,4,1,0.1,475,591.0,476.2,149523.8,Bad
33,400000,0,6.03,2,1,3.6,1423,834.0,1466.2,398533.8,Good
31,400000,0,7.49,4,1,2.7,81,507.0,113.4,399886.6,Average
29,400000,0,11.12,1,3,1.2,1283,472.0,1297.4,398702.6,Average
34,325550,1,16.77,4,2,1.6,384,376.0,403.2,325146.8,Bad
33,390000,0,10.99,1,3,1.4,37,418.0,53.8,389946.2,Average
27,390000,0,11.26,4,3,2.4,792,621.0,820.8,389179.2,Average
28,165000,0,11.49,4,1,1.0,1047,362.0,1059.0,163941.0,Average
30,170000,0,13.06,2,1,0.2,106,622.0,108.4,169891.6,Average
33,250000,0,7.29,1,2,1.0,877,674.0,889.0,249111.0,Average
30,81000,1,10.59,3,2,1.3,1141,772.0,1156.6,79843.4,Bad
28,11029,1,10.78,4,3,0.3,30,556.0,33.6,10995.4,Bad
30,350000,0,6.62,4,3,5.0,148,837.0,208.0,349792.0,Good
33,350000,0,14.65,2,3,0.2,1185,659.0,1187.4,348812.6,Average
28,350000,0,10.99,4,2,0.75,81,699.0,90.0,349910.0,Average
35,350000,0,17.49,3,1,0.4,460,849.0,464.8,349535.2,Good
29,338000,1,17.8,4,2,1.5,32,753.0,50.0,337950.0,Bad
34,287300,1,12.41,2,1,5.4,594,847.0,658.8,286641.2,Bad
32,348000,0,11.83,1,3,7.0,433,382.0,517.0,347483.0,Average
30,340000,0,18.3,1,2,2.9,122,301.0,156.8,339843.2,Average
28,336000,0,13.06,4,1,1.0,93,817.0,105.0,335895.0,Good
34,334000,0,12.68,2,1,2.1,28,453.0,53.2,333946.8,Average
34,69996,1,10.99,3,1,1.0,779,490.0,791.0,69205.0,Bad
28,11340,1,6.39,3,1,4.0,401,779.0,449.0,10891.0,Bad
30,11440,0,12.73,1,1,1.3,692,595.0,707.6,10732.4,Average
28,73000,1,11.99,2,1,1.67,119,720.0,139.04,72860.96,Bad
28,105500,0,8.49,3,1,6.0,20,326.0,92.0,105408.0,Average
29,74000,1,10.99,4,1,0.3,180,590.0,183.6,73816.4,Bad
32,307000,0,14.26,4,3,1.9,86,778.0,108.8,306891.2,Good
31,305000,0,17.58,3,1,2.7,1020,446.0,1052.4,303947.6,Average
27,300000,0,14.27,4,1,2.4,521,690.0,549.8,299450.2,Average
30,300000,0,10.65,1,2,2.9,44,323.0,78.8,299921.2,Average
34,61200,1,11.71,4,3,1.0,1152,501.0,1164.0,60036.0,Bad
27,75000,1,10.65,1,1,0.1,122,355.0,123.2,74876.8,Bad
29,80000,1,12.42,2,1,0.3,165,305.0,168.6,79831.4,Bad
34,80000,1,6.62,1,1,1.7,984,665.0,1004.4,78995.6,Bad
34,300000,0,10.74,1,1,1.4,1633,661.0,1649.8,298350.2,Average
29,244800,1,14.09,4,1,2.0,72,740.0,96.0,244704.0,Bad
31,300000,0,14.83,1,3,0.1,38,621.0,39.2,299960.8,Average
32,288000,1,14.83,4,1,0.1,133,693.0,134.2,287865.8,Bad
28,288000,1,17.93,1,1,5.2,266,326.0,328.4,287671.6,Bad
29,105000,0,5.99,1,1,1.6,1990,402.0,2009.2,102990.8,Average
29,112260,0,17.49,1,1,2.1,581,451.0,606.2,111653.8,Average
34,286000,0,6.62,3,1,2.9,704,333.0,738.8,285261.2,Average
34,285000,0,11.71,2,2,0.2,26,478.0,28.4,284971.6,Average
33,285000,0,13.99,1,1,3.2,265,475.0,303.4,284696.6,Average
30,232050,1,17.93,2,2,0.5,38,651.0,44.0,232006.0,Bad
28,285000,0,16.32,3,2,1.2,973,826.0,987.4,284012.6,Good
31,284400,0,10.99,2,3,5.7,266,358.0,334.4,284065.6,Average
35,280000,0,12.99,2,1,3.3,2486,698.0,2525.6,277474.4,Average
29,280000,0,12.99,4,1,0.6,306,849.0,313.2,279686.8,Good
28,280000,0,11.36,4,2,0.0,149,722.0,149.0,279851.0,Good
28,12000,1,9.62,4,2,4.0,61,630.0,109.0,11891.0,Bad
31,128000,1,16.29,2,1,1.8,608,544.0,629.6,127370.4,Bad
31,275000,0,13.85,1,1,0.8,602,445.0,611.6,274388.4,Average
31,273655,0,7.51,2,1,2.2,1226,508.0,1252.4,272402.6,Average
27,258000,1,18.64,1,3,2.0,132,485.0,156.0,257844.0,Bad
30,270000,0,19.69,2,3,0.9,1073,502.0,1083.8,268916.2,Average
30,270000,0,11.26,4,3,2.6,60,834.0,91.2,269908.8,Good
30,267000,0,10.36,3,1,0.1,414,644.0,415.2,266584.8,Average
31,73000,1,11.11,2,2,0.2,1028,629.0,1030.4,71969.6,Bad
29,148616,0,8.9,2,1,1.2,63,403.0,77.4,148538.6,Average
27,81300,1,12.69,1,2,1.5,797,749.0,815.0,80485.0,Bad
29,89000,1,7.49,3,1,2.1,1179,630.0,1204.2,87795.8,Bad
28,12000,1,10.75,4,1,0.6,30,552.0,37.2,11962.8,Bad
29,260000,0,10.37,1,2,0.7,925,720.0,933.4,259066.6,Good
31,260000,0,8.94,1,1,1.0,88,469.0,100.0,259900.0,Average
31,260000,0,13.57,4,1,1.4,1536,592.0,1552.8,258447.2,Average
31,258000,0,5.99,2,3,1.6,47,499.0,66.2,257933.8,Average
28,250000,0,11.71,3,2,0.5,275,320.0,281.0,249719.0,Average
27,238000,1,17.27,2,2,1.6,183,463.0,202.2,237797.8,Bad
27,65000,1,7.9,1,3,0.5,211,454.0,217.0,64783.0,Bad
34,12000,1,10.99,3,3,5.4,66,715.0,130.8,11869.2,Bad
32,202300,1,14.59,1,1,4.75,1597,538.0,1654.0,200646.0,Bad
29,250000,0,7.51,4,3,3.8,1156,658.0,1201.6,248798.4,Average
31,250000,0,14.22,2,2,1.3,183,555.0,198.6,249801.4,Average
35,250000,0,9.88,1,2,1.8,258,488.0,279.6,249720.4,Average
28,96000,0,7.9,4,1,2.33,60,442.0,87.96000000000001,95912.04,Average
29,12000,1,11.14,1,1,2.5,805,761.0,835.0,11165.0,Bad
27,111000,0,7.9,2,2,3.25,1161,826.0,1200.0,109800.0,Good
35,115000,0,9.91,1,3,0.3,266,659.0,269.6,114730.4,Average
35,87550,1,18.62,3,1,2.9,772,464.0,806.8,86743.2,Bad
27,12000,1,14.42,4,3,2.5,1366,389.0,1396.0,10604.0,Bad
27,240000,0,7.9,3,3,1.7,1159,409.0,1179.4,238820.6,Average
32,240000,0,7.51,4,1,2.3,936,844.0,963.6,239036.4,Good
31,240000,0,5.42,1,1,1.8,59,448.0,80.6,239919.4,Average
29,240000,0,8.49,4,2,1.5,968,300.0,986.0,239014.0,Average
30,240000,0,16.49,4,1,0.6,1319,524.0,1326.2,238673.8,Average
28,240000,0,10.99,2,1,1.5,747,453.0,765.0,239235.0,Average
29,228000,1,14.91,1,3,1.4,1196,441.0,1212.8,226787.2,Bad
29,240000,0,7.88,3,1,1.6,544,384.0,563.2,239436.8,Average
30,240000,0,7.88,3,2,1.7,27,612.0,47.4,239952.6,Average
32,193800,1,11.83,2,3,0.5,24,667.0,30.0,193770.0,Bad
27,52000,1,10.99,2,3,1.5,523,802.0,541.0,51459.0,Bad
29,110000,0,10.99,1,1,1.5,655,769.0,673.0,109327.0,Good
31,122000,0,15.96,1,2,1.7,1192,496.0,1212.4,120787.6,Average
27,57000,1,15.99,1,1,2.7,17,481.0,49.400000000000006,56950.6,Bad
27,231252,0,9.91,1,1,0.2,79,395.0,81.4,231170.6,Average
32,230000,0,10.99,4,2,1.9,270,620.0,292.8,229707.2,Average
29,230000,0,7.49,4,3,0.3,1853,560.0,1856.6,228143.4,Average
34,40000,1,10.25,2,2,0.1,562,783.0,563.2,39436.8,Bad
27,47000,1,15.7,4,3,3.3,25,393.0,64.6,46935.4,Bad
33,48000,1,9.99,1,2,2.5,1574,330.0,1604.0,46396.0,Bad
30,225000,0,12.42,4,2,1.5,1608,510.0,1626.0,223374.0,Average
28,225000,0,8.49,1,1,1.4,801,578.0,817.8,224182.2,Average
33,225000,0,9.99,1,2,0.6,63,380.0,70.2,224929.8,Average
27,48000,1,10.59,4,2,2.9,37,786.0,71.8,47928.2,Bad
27,225000,0,15.31,2,1,6.8,1826,461.0,1907.6,223092.4,Average
29,225000,0,10.99,3,1,1.1,1453,305.0,1466.2,223533.8,Average
28,225000,0,13.92,1,1,0.1,1957,432.0,1958.2,223041.8,Average
27,225000,0,10.99,1,3,6.5,1526,609.0,1604.0,223396.0,Average
32,225000,0,13.92,2,1,0.9,17,334.0,27.8,224972.2,Average
28,225000,0,7.75,2,1,0.8,694,568.0,703.6,224296.4,Average
28,49861,1,13.11,4,3,1.7,86,391.0,106.4,49754.6,Bad
29,220000,0,19.41,1,3,0.7,74,765.0,82.4,219917.6,Good
31,219996,0,6.54,3,1,0.3,1672,589.0,1675.6,218320.4,Average
29,218000,0,8.9,1,1,0.2,401,737.0,403.4,217596.6,Good
28,216000,0,16.02,4,3,6.0,177,834.0,249.0,215751.0,Good
28,215662,0,11.99,4,3,1.4,44,547.0,60.8,215601.2,Average
32,53196,1,11.86,2,3,4.0,889,493.0,937.0,52259.0,Bad
30,54000,1,10.74,3,2,2.0,167,340.0,191.0,53809.0,Bad
29,48000,1,13.61,2,2,0.3,279,437.0,282.6,47717.4,Bad
30,210000,0,11.49,4,2,2.67,928,515.0,960.04,209039.96,Average
30,198000,1,10.99,4,3,3.9,728,827.0,774.8,197225.2,Bad
30,210000,0,12.87,2,3,1.1,25,473.0,38.2,209961.8,Average
28,209000,0,14.84,4,1,0.6,326,437.0,333.2,208666.8,Average
27,207182,0,10.62,4,2,0.0,1921,624.0,1921.0,205261.0,Average
30,54383,1,15.65,1,2,0.7,41,401.0,49.4,54333.6,Bad
27,49000,1,11.36,3,3,0.8,13,468.0,22.6,48977.4,Bad
28,13500,1,9.63,1,3,3.8,1104,823.0,1149.6,12350.4,Bad
27,204000,0,15.31,1,2,3.4,141,712.0,181.8,203818.2,Good
34,204000,0,11.83,1,2,3.3,215,516.0,254.6,203745.4,Average
31,204000,0,9.63,3,1,0.3,1600,696.0,1603.6,202396.4,Average
29,162350,1,21.64,1,3,1.7,519,612.0,539.4,161810.6,Bad
28,202040,0,14.46,2,2,1.6,266,693.0,285.2,201754.8,Average
32,202000,0,10.59,1,1,1.5,493,651.0,511.0,201489.0,Average
31,201996,0,10.99,3,1,0.8,1924,833.0,1933.6,200062.4,Good
30,56952,1,11.36,1,2,6.7,1371,666.0,1451.4,55500.6,Bad
31,60000,1,8.9,1,1,1.2,49,397.0,63.4,59936.6,Bad
28,60000,1,13.49,4,1,1.9,1169,814.0,1191.8,58808.2,Bad
29,200004,0,11.83,4,1,2.7,34,327.0,66.4,199937.6,Average
35,200004,0,7.68,2,1,0.7,57,690.0,65.4,199938.6,Average
29,200000,0,12.69,2,3,0.0,544,509.0,544.0,199456.0,Average
28,200000,0,6.03,4,3,2.4,260,680.0,288.8,199711.2,Average
32,200000,0,19.03,2,3,2.0,132,678.0,156.0,199844.0,Average
28,200000,0,7.9,4,2,0.2,1282,583.0,1284.4,198715.6,Average
31,200000,0,8.9,3,3,2.5,26,802.0,56.0,199944.0,Good
31,200000,0,8.9,1,2,2.7,15,715.0,47.400000000000006,199952.6,Good
28,200000,0,8.9,2,3,2.1,710,677.0,735.2,199264.8,Average
27,60000,1,10.99,3,2,1.5,96,705.0,114.0,59886.0,Bad
28,61000,1,9.91,3,3,1.3,932,301.0,947.6,60052.4,Bad
28,200000,0,6.99,2,1,6.9,18,601.0,100.80000000000001,199899.2,Average
35,200000,0,10.99,3,2,0.5,1574,507.0,1580.0,198420.0,Average
35,188000,1,16.49,2,1,0.7,131,709.0,139.4,187860.6,Bad
28,63000,1,11.36,2,2,0.8,1908,621.0,1917.6,61082.4,Bad
32,63235,1,10.25,4,3,4.3,535,791.0,586.6,62648.4,Bad
30,65000,1,10.38,2,3,1.4,20,587.0,36.8,64963.2,Bad
30,65000,1,10.99,4,2,1.2,763,571.0,777.4,64222.6,Bad
31,65800,1,7.51,1,2,1.2,1566,515.0,1580.4,64219.6,Bad
27,200000,0,9.88,1,2,1.0,1512,729.0,1524.0,198476.0,Good
30,200000,0,11.36,1,2,6.3,2525,808.0,2600.6,197399.4,Good
28,200000,0,15.33,2,3,1.33,1615,460.0,1630.96,198369.04,Average
27,200000,0,7.51,3,1,1.5,138,655.0,156.0,199844.0,Average
32,188000,1,10.62,1,2,1.3,1156,691.0,1171.6,186828.4,Bad
29,66000,1,11.48,1,1,0.3,94,572.0,97.6,65902.4,Bad
29,200000,0,11.14,1,3,2.5,1033,375.0,1063.0,198937.0,Average
30,200000,0,11.48,1,3,0.4,293,617.0,297.8,199702.2,Average
30,200000,0,11.83,2,3,1.5,424,374.0,442.0,199558.0,Average
29,188000,1,12.18,3,3,0.2,17,586.0,19.4,187980.6,Bad
27,200000,0,7.74,3,1,1.5,15,484.0,33.0,199967.0,Average
30,200000,0,8.59,2,1,2.6,176,774.0,207.2,199792.8,Good
28,200000,0,12.53,2,1,0.8,660,725.0,669.6,199330.4,Good
30,200000,0,11.48,4,1,3.0,1272,393.0,1308.0,198692.0,Average
30,69000,1,14.09,2,2,0.6,869,478.0,876.2,68123.8,Bad
32,69996,1,15.95,3,2,2.6,1282,479.0,1313.2,68682.8,Bad
27,70000,1,11.71,4,2,8.8,170,768.0,275.6,69724.4,Bad
33,14400,0,14.79,3,2,1.9,1089,507.0,1111.8,13288.2,Average
32,64000,1,15.2,2,1,1.1,1363,588.0,1376.2,62623.8,Bad
29,70000,1,14.83,1,3,1.7,134,358.0,154.4,69845.6,Bad
30,72000,1,16.32,2,1,3.7,1013,679.0,1057.4,70942.6,Bad
27,72000,1,10.75,4,1,7.0,78,329.0,162.0,71838.0,Bad
31,57800,1,17.19,3,1,2.0,1616,668.0,1640.0,56160.0,Bad
32,74400,1,10.38,1,2,2.1,1117,758.0,1142.2,73257.8,Bad
29,68872,1,15.95,2,3,1.7,36,511.0,56.4,68815.6,Bad
30,75000,1,15.2,2,2,2.2,1572,616.0,1598.4,73401.6,Bad
34,75000,1,10.38,2,1,1.8,1396,570.0,1417.6,73582.4,Bad
29,192000,0,14.27,1,1,1.5,120,754.0,138.0,191862.0,Good
35,192000,0,11.99,3,1,1.0,257,755.0,269.0,191731.0,Good
28,192000,0,10.99,4,2,1.3,1401,625.0,1416.6,190583.4,Average
29,190000,0,6.62,4,2,2.1,140,520.0,165.2,189834.8,Average
31,190000,0,6.03,2,2,7.0,81,485.0,165.0,189835.0,Average
31,190000,0,6.03,2,1,1.0,50,523.0,62.0,189938.0,Average
28,190000,0,17.49,1,2,6.3,80,783.0,155.6,189844.4,Good
29,190000,0,10.99,1,2,7.6,1957,558.0,2048.2,187951.8,Average
35,14400,1,10.37,2,2,0.0,892,821.0,892.0,13508.0,Bad
27,69000,1,13.75,3,3,0.4,985,660.0,989.8,68010.2,Bad
30,75600,1,9.99,3,3,2.2,72,663.0,98.4,75501.6,Bad
30,77000,1,10.75,2,1,8.6,601,350.0,704.2,76295.8,Bad
28,190000,0,10.99,2,2,1.0,178,789.0,190.0,189810.0,Good
29,190000,0,9.88,2,1,2.2,43,790.0,69.4,189930.6,Good
31,190000,0,10.99,1,1,1.7,275,336.0,295.4,189704.6,Average
27,190000,0,11.83,4,1,2.4,884,791.0,912.8,189087.2,Good
34,178000,1,15.65,1,2,6.8,22,824.0,103.6,177896.4,Bad
30,190000,0,11.48,1,2,1.5,94,499.0,112.0,189888.0,Average
33,190000,0,14.11,2,3,2.8,236,365.0,269.6,189730.4,Average
32,190000,0,9.63,1,3,3.9,77,799.0,123.8,189876.2,Good
32,189996,0,9.32,4,3,1.0,73,636.0,85.0,189911.0,Average
33,189000,0,6.17,4,1,2.4,1073,584.0,1101.8,187898.2,Average
30,78000,1,10.99,1,3,1.6,1555,679.0,1574.2,76425.8,Bad
31,78000,1,10.75,3,3,4.3,129,436.0,180.6,77819.4,Bad
27,72000,1,15.95,2,3,2.5,322,348.0,352.0,71648.0,Bad
33,186996,0,14.46,3,2,2.0,1932,461.0,1956.0,185040.0,Average
29,148410,1,16.89,3,3,5.1,30,711.0,91.19999999999999,148318.8,Bad
28,186480,0,14.22,4,2,0.3,28,376.0,31.6,186448.4,Average
29,186063,0,10.46,2,1,3.3,797,459.0,836.6,185226.4,Average
27,186000,0,10.99,4,3,2.9,1150,317.0,1184.8,184815.2,Average
28,186000,0,7.4,3,2,1.6,71,768.0,90.2,185909.8,Good
27,185232,0,10.99,1,3,0.5,2352,624.0,2358.0,182874.0,Average
30,185000,0,10.99,1,2,0.3,515,498.0,518.6,184481.4,Average
29,173000,1,17.49,3,3,1.3,283,583.0,298.6,172701.4,Bad
32,80000,1,10.99,4,1,2.8,1385,481.0,1418.6,78581.4,Bad
35,80000,1,14.09,1,2,1.1,62,676.0,75.2,79924.8,Bad
33,80000,1,11.86,1,3,0.1,263,685.0,264.2,79735.8,Bad
27,183000,0,19.03,1,2,2.8,315,435.0,348.6,182651.4,Average
32,80000,1,12.87,4,3,1.5,17,831.0,35.0,79965.0,Bad
30,14400,0,10.62,3,3,2.2,1442,563.0,1468.4,12931.6,Average
30,14400,1,14.96,1,2,0.2,53,422.0,55.4,14344.6,Bad
29,180396,0,12.69,1,3,2.6,72,442.0,103.2,180292.8,Average
29,180000,0,19.42,1,1,3.0,57,374.0,93.0,179907.0,Average
30,180000,0,6.03,4,3,0.1,29,552.0,30.2,179969.8,Average
27,180000,0,12.42,2,2,0.7,36,510.0,44.4,179955.6,Average
31,180000,0,14.27,3,1,5.7,37,515.0,105.4,179894.6,Average
32,180000,0,7.9,3,1,3.4,1376,735.0,1416.8,178583.2,Good
31,180000,0,11.71,1,1,0.6,58,833.0,65.2,179934.8,Good
30,14400,1,14.96,3,2,0.3,1638,331.0,1641.6,12758.4,Bad
28,84000,0,15.95,1,3,3.9,171,693.0,217.8,83782.2,Average
31,85000,0,10.75,2,1,1.8,1244,826.0,1265.6,83734.4,Good
34,180000,0,12.99,2,3,1.5,46,664.0,64.0,179936.0,Average
33,180000,0,7.29,4,1,2.33,1040,794.0,1067.96,178932.04,Good
29,180000,0,5.79,2,1,0.0,2059,602.0,2059.0,177941.0,Average
30,180000,0,14.91,3,1,4.0,496,503.0,544.0,179456.0,Average
27,180000,0,10.37,1,1,2.4,1957,509.0,1985.8,178014.2,Average
35,180000,0,6.92,4,1,2.2,30,667.0,56.400000000000006,179943.6,Average
28,180000,0,13.8,4,3,1.7,21,626.0,41.4,179958.6,Average
31,85000,0,11.89,2,1,1.6,961,464.0,980.2,84019.8,Average
30,85000,0,12.21,3,2,0.9,57,791.0,67.8,84932.2,Good
28,15000,1,12.42,4,3,2.7,825,636.0,857.4,14142.6,Bad
30,180000,0,11.48,3,2,2.0,1366,683.0,1390.0,178610.0,Average
31,168000,1,10.99,1,2,7.6,26,368.0,117.19999999999999,167882.8,Bad
33,180000,0,7.74,4,1,1.8,52,651.0,73.6,179926.4,Average
30,168000,1,8.94,1,1,0.1,49,643.0,50.2,167949.8,Bad
28,168000,1,17.26,1,1,0.8,16,402.0,25.6,167974.4,Bad
27,168000,1,17.26,1,3,1.8,610,566.0,631.6,167368.4,Bad
32,90000,0,9.99,3,2,1.5,576,603.0,594.0,89406.0,Average
32,90000,0,15.58,4,1,0.8,89,639.0,98.6,89901.4,Average
29,15000,1,7.51,4,3,3.0,81,589.0,117.0,14883.0,Bad
28,78000,1,10.99,4,1,1.5,16,492.0,34.0,77966.0,Bad
34,91000,0,11.36,4,1,1.3,48,793.0,63.6,90936.4,Good
31,15000,1,16.89,2,1,2.5,25,401.0,55.0,14945.0,Bad
29,92200,0,14.96,1,2,2.4,629,753.0,657.8,91542.2,Good
30,96000,0,10.99,1,1,1.7,80,699.0,100.4,95899.6,Average
28,175000,0,7.9,1,3,3.4,174,762.0,214.8,174785.2,Good
29,163000,1,16.29,3,3,0.4,2116,679.0,2120.8,160879.2,Bad
35,175000,0,11.49,4,1,0.2,38,726.0,40.4,174959.6,Good
29,175000,0,8.49,4,3,1.2,315,658.0,329.4,174670.6,Average
31,175000,0,19.69,4,2,0.8,594,616.0,603.6,174396.4,Average
35,175000,0,8.49,3,3,5.2,50,520.0,112.4,174887.6,Average
27,96000,0,10.99,1,1,1.5,97,765.0,115.0,95885.0,Good
29,97000,0,10.37,3,1,0.8,1778,610.0,1787.6,95212.4,Average
31,86000,1,16.0,1,1,1.0,653,528.0,665.0,85335.0,Bad
29,88000,1,14.46,2,1,0.3,257,504.0,260.6,87739.4,Bad
33,100000,0,11.66,4,2,0.0,306,343.0,306.0,99694.0,Average
28,15000,1,15.37,1,3,0.1,1497,557.0,1498.2,13501.8,Bad
35,15000,1,9.32,2,1,1.8,1189,722.0,1210.6,13789.4,Bad
30,75480,1,15.27,1,3,0.3,2130,800.0,2133.6,73346.4,Bad
30,102000,0,9.62,3,1,2.6,1655,328.0,1686.2,100313.8,Average
35,15000,0,12.84,2,3,0.2,433,363.0,435.4,14564.6,Average
